City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
3182854,ariano irpino,IT,1643759309,41.1489,15.0833,4.36,75,9,2.0
2524379,lipari,IT,1643759291,38.4674,14.954,11.55,54,9,11.54
3136690,stokmarknes,NO,1643759245,68.5646,14.9108,-3.01,54,0,7.2
2614553,ronne,DK,1643759321,55.1009,14.7066,1.95,100,100,6.17
2685750,ostersund,SE,1643759269,63.1792,14.6357,-10.22,92,100,1.54
3359638,walvis bay,NA,1643759280,-22.9575,14.5053,20.61,86,60,1.73
2212775,sabha,LY,1643759206,27.0377,14.4283,9.57,25,17,5.14
3356832,henties bay,NA,1643759224,-22.116,14.2845,20.48,81,47,1.21
3354077,opuwo,NA,1643759311,-18.0607,13.84,17.72,48,80,2.46
3155152,gravdal,NO,1643759237,68.1214,13.5031,-2.97,61,100,5.64
2941150,burgstadt,DE,1643759306,50.9167,12.8167,5.45,89,100,10.22
3347019,namibe,AO,1643758710,-15.1961,12.1522,22.35,69,79,4.86
2760854,worgl,AT,1643759300,47.4833,12.0667,4.16,95,100,2.21
3174050,mantua,IT,1643758831,45.1667,10.7833,7.06,61,1,2.24
2347758,bara,NG,1643758773,10.3744,10.7288,16.43,23,0,3.4
2235189,bafoussam,CM,1643759343,5.4737,10.4179,16.9,68,35,1.63
2907545,heilbad heiligenstadt,DE,1643759259,51.3833,10.1333,5.47,89,97,4.02
3149412,kragero,NO,1643759329,58.8693,9.4149,-0.79,96,97,7.4
2396853,omboue,GA,1643759236,-1.5746,9.2618,25.83,84,91,2.31
3139597,sistranda,NO,1643758782,63.7256,8.834,-4.5,79,100,1.37
2338660,yaan,NG,1643759336,7.3833,8.5667,24.93,15,0,1.26
3014078,haguenau,FR,1643759255,48.8156,7.7905,8.15,99,100,6.34
3146487,raudeberg,NO,1643759225,61.9875,5.1352,2.7,89,99,0.89
2753635,hoorn,NL,1643759265,52.6431,5.0578,8.98,82,97,9.27
2747373,the hague,NL,1643759192,52.0767,4.2986,9.43,75,20,3.58
2476660,tigzirt,DZ,1643759234,36.8886,4.1198,11.41,77,98,2.6
2517750,felanitx,ES,1643759248,39.4696,3.1483,11.29,75,2,3.31
3016097,gien,FR,1643759303,47.6933,2.6309,9.69,94,100,4.59
2392087,porto novo,BJ,1643759320,6.4965,2.6036,23.53,75,21,1.92
3040684,encamp,AD,1643759258,42.5333,1.6333,-1.57,94,40,4.26
